finished	medkorrekt	hpo_id	hpo_label	definition	MANUAL PREFERED LABEL	MANUAL PREFERRED DEFINITION	OFFICIAL COMMENT	chemical_phenotype	correct_pattern	KM review	defined_class	defined_class_name	anatomical_entity	anatomical_entity_label	location	biological_process	biological_process_label	chemical_entity	chemical_entity_label	role	role_label	add_definitions	add_synonym	curator_comment	time
to do	ignore	HP:0003524	Decreased methionine synthase activity	A reduction in methionine synthase activity.				Yes	activity	OK	HP:0003524				UBERON:0000178	http://purl.obolibrary.org/obo/GO_0006555	methionine metabolic process								
done	ignore	HP:0003528	Elevated circulating calcitonin concentration	Concentration of calcitonin, a 32-amino acid polypeptide hormone that is produced primarily by the parafollicular cells of the thyroid, in the blood circulation above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInBlood	OK	HP:0003528	Elevated circulating calcitonin concentration			UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_3306	CALCA gene translation product						
done	ignore	HP:0003530	Elevated circulating glutaric acid concentration	An increased concentration of glutaric acid in the blood.				Yes	abnormallyIncreasedLevelOfChemicalEntityInBlood	Ok	HP:0003530				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_17859	glutaric acid						
to do	ignore	HP:0003533	Reduced acetaldehyde dehydrogenase level	Decreased level of acetaldehyde dehydrogenase (ALDH). ALDH and alcohol dehydrogenase (ADH) are the primary enzymes involved in alcohol metabolism.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	OK	HP:0003533				UBERON:0000178										
to do	ignore	HP:0003534	Reduced xanthine dehydrogenase level	An abnormal reduction in xanthine dehydrogenase level.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	OK	HP:0003534				UBERON:0000178			http://purl.obolibrary.org/obo/PR_P47989	xanthine dehydrogenase/oxidase (human)						
done	ignore	HP:0003537	Hypouricemia	An abnormally low level of uric acid in the blood.				Yes	abnormallyDecreasedLevelOfChemicalEntityInBlood	OK	HP:0003537				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_27226	uric acid						
to do	ignore	HP:0003538	Increased iduronate sulfatase level	An increased level of iduronate-2-sulfatase activity in the blood.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0003538				UBERON:0000178			http://purl.obolibrary.org/obo/PR_000008894	iduronate 2-sulfatase						
done	ignore	HP:0003563	Decreased LDL cholesterol concentration	An decreased concentration of low-density lipoprotein cholesterol in the blood.				Yes	abnormallyDecreasedLevelOfChemicalEntityInBlood	OK	HP:0003563				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_47774	low-density lipoprotein cholesterol						
done	ignore	HP:0003568	Decreased glucosephosphate isomerase level	A decreased level of glucose-6-phosphate isomerase.				Yes	abnormallyDecreasedLevelOfChemicalEntityInBlood	OK	HP:0003568				UBERON:0000178			http://purl.obolibrary.org/obo/PR_000008175	glucose-6-phosphate isomerase						
to do	ignore	HP:0003570	Molybdenum cofactor deficiency	Absence of molybdenum cofactor(2-), a cofactor for enzymes including sulfite oxidase, xanthine oxidoreductase, and aldehyde oxidase.				Yes	abnormalAbsenceOfChemicalEntityInLocation	OK	HP:0003570				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_60525	molybdenum cofactor(2-)						
to do	ignore	HP:0003571	Propionic acidemia	Increased concentration of proprionic acid in the blood circulation.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0003571				UBERON:0000178										
done	ignore	HP:0003572	Low plasma citrulline	A decreased concentration of citrulline in the blood.				Yes	abnormallyDecreasedLevelOfChemicalEntityInBlood	OK	HP:0003572				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_18211	citrulline						
to do	ignore	HP:0003573	Increased total bilirubin	Increased concentration of total (conjugated and unconjugated) bilirubin in the blood.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0003573				UBERON:0000178										
to do	ignore	HP:0003612	Positive ferric chloride test	If positive, the ferric chloride test indicates an increased concentration of phenols in the urine or blood.				Yes	abnormallyIncreasedLevelOfChemicalEntity	OK	HP:0003612				UBERON:0000178									Not sure this is in the correct place in hierarchy	
to do	ignore	HP:0003637	Reduced 4-Hydroxyphenylpyruvate dioxygenase level	An abnormal reduction in 4-hydroxyphenylpyruvate dioxygenase level.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	OK	HP:0003637				UBERON:0000178			http://purl.obolibrary.org/obo/PR_P32754	4-hydroxyphenylpyruvate dioxygenase (human)						
to do	ignore	HP:0003643	Sulfite oxidase deficiency	Abnormally reduced sulfite oxidase level.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	OK	HP:0003643				UBERON:0000178										
to do	ignore	HP:0003649	Abnormality of glycoside metabolism	Abnormality of glycoside metabolism.				Yes	process	OK	HP:0003649				UBERON:0000178										
to do	ignore	HP:0003654	Reduced dihydropyrimidine dehydrogenase level	An abnormal reduction in dihydropyrimidine dehydrogenase (NADP+) level.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	OK	HP:0003654				UBERON:0000178			http://purl.obolibrary.org/obo/PR_Q12882	dihydropyrimidine dehydrogenase [NADP(+)] (human)						
to do	ignore	HP:0003655	Reduced level of N-acetylglucosaminyltransferase II	An abnormality of glycoprotein metabolism related to a decreased level of alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	OK	HP:0003655				UBERON:0000178			http://purl.obolibrary.org/obo/PR_Q10469	alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase (human)						
to do	ignore	HP:0003656	Decreased beta-glucocerebrosidase level	Reduced level of the enzyme beta-glucosidase, an enzyme that catalyzes the hydrolysis of glucosylceramide into ceramide and glucose.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	OK	HP:0003656				UBERON:0000178										
done	ignore	HP:0003658	Hypomethioninemia	A decreased concentration of methionine in the blood.				Yes	abnormallyDecreasedLevelOfChemicalEntityInBlood	OK	HP:0003658				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_16811	methionine						
to do	ignore	HP:0004313	Decreased circulating antibody level	An abnormally decreased level of immunoglobulin in blood.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0004313				UBERON:0000178										
to do	ignore	HP:0004315	Decreased circulating IgG level	An abnormally decreased level of immunoglobulin G (IgG) in blood.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0004315				UBERON:0000178										
to do	ignore	HP:0004338	Abnormal circulating aromatic amino acid concentration	Any deviation from the normal concentration of a aromatic amino acid in the blood circulation.				Yes	abnormalLevelOfChemicalEntityInLocation	Ok	HP:0004338				UBERON:0000178	http://purl.obolibrary.org/obo/GO_0009072	aromatic amino acid metabolic process								
to do	ignore	HP:0004339	Abnormal circulating sulfur amino acid concentration	Any deviation from the normal concentration of a sulfur amino acid in the blood circulation.				Yes	abnormalLevelOfChemicalEntityInLocation	Ok	HP:0004339				UBERON:0000178	http://purl.obolibrary.org/obo/GO_0000096	sulfur amino acid metabolic process								
to do	ignore	HP:0004353	Abnormal circulating pyrimidine concentration	Any deviation from the normal concentration of a pyrimidine in the blood circulation.				Yes	abnormalLevelOfChemicalEntityInLocation	OK	HP:0004353				UBERON:0000178	http://purl.obolibrary.org/obo/GO_0006206	pyrimidine nucleobase metabolic process								
to do	ignore	HP:0004354	Abnormal circulating carboxylic acid concentration	Any deviation from the normal concentration of a carboxylic acid in the blood circulation.				Yes	abnormalLevelOfChemicalEntityInLocation	OK	HP:0004354				UBERON:0000178	http://purl.obolibrary.org/obo/GO_0019752	carboxylic acid metabolic process								
to do	ignore	HP:0004357	Abnormal circulating leucine concentration	Any deviation from the normal circulation of leucine in the blood circulation.				Yes	abnormalLevelOfChemicalEntityInLocation	OK	HP:0004357				UBERON:0000178	http://purl.obolibrary.org/obo/GO_0006551	leucine metabolic process								
to do	ignore	HP:0004358	Abnormality of superoxide metabolism					Yes	process	OK	HP:0004358				UBERON:0000178	http://purl.obolibrary.org/obo/GO_0006801	superoxide metabolic process								
to do	ignore	HP:0004359	Abnormal circulating fatty-acid concentration	A deviation from the normal concentration of a fatty acid in the blood circulation.				Yes	abnormalLevelOfChemicalEntityInLocation	OK	HP:0004359				UBERON:0000178	http://purl.obolibrary.org/obo/GO_0006631	fatty acid metabolic process								
done	ignore	HP:0004361	Abnormal circulating leptin concentration	An abnormal concentration of leptin in the blood.				Yes	abnormalLevelOfChemicalEntityInBlood	OK	HP:0004361				UBERON:0000178			http://purl.obolibrary.org/obo/PR_000009758	leptin						
to do	ignore	HP:0004363	Abnormal circulating calcium concentration	Any deviation from the normal concentration of calcium in the blood circulation.				Yes	abnormalLevelOfChemicalEntityInLocation	OK	HP:0004363				UBERON:0000178	http://purl.obolibrary.org/obo/GO_0055074	calcium ion homeostasis								
to do	ignore	HP:0004364	Abnormal circulating nitrogen compound concentration	Any deviation from the normal concentration of a nitrogen compound in the blood circulation.				Yes	abnormalLevelOfChemicalEntityInLocation	OK	HP:0004364				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_51143	nitrogen molecular entity						
to do	ignore	HP:0004365	Abnormal circulating tryptophan concentration	Any deviation from the normal concentration of tryptophan in the blood circulation.				Yes	abnormalLevelOfChemicalEntityInLocation	OK	HP:0004365				UBERON:0000178	http://purl.obolibrary.org/obo/GO_0006568	tryptophan metabolic process								
to do	ignore	HP:0004366	Abnormality of glycolysis	An abnormality of glycolysis.				Yes	process	? glycolysis is process	HP:0004366				UBERON:0000178									Change label, definition. 	
to do	ignore	HP:0004379	Abnormality of alkaline phosphatase level	An abnormality of alkaline phosphatase level.				Yes	abnormalLevelOfChemicalEntityInLocation	OK	HP:0004379				UBERON:0000178			http://purl.obolibrary.org/obo/PR_000003968	alkaline phosphatase, tissue-nonspecific isozyme						
to do	ignore	HP:0004432	Agammaglobulinemia	A lasting absence of total IgG and total IgA and total IgM in the blood circulation, whereby at most trace quantities can be measured.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0004432				UBERON:0000178										
to do	ignore	HP:0004434	Decreased circulating complement C8 concentration	Concentration of the complement component C8 in the blood circulation below the lower limit of normal.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0004434				UBERON:0000178										
to do	next	HP:0004639	Elevated amniotic fluid alpha-fetoprotein	An elevation of alpha-feto protein measured in the amniotic fluid.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0004639				UBERON:0000178			http://purl.obolibrary.org/obo/PR_P02771  	alpha-fetoprotein					HP:0004639 refers to increased level of alpha-fetoprotein in the amniotic fluid, not in the blood. 	5
done	ignore	HP:0004905	Reduced circulating vitamin A concentration	Concentration of vitamin A below the lower limit of normal in the blood circulation.				Yes	abnormallyDecreasedLevelOfChemicalEntityInBlood	Ok	HP:0004905				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_12777	vitamin A						
to do	ignore	HP:0004914	Recurrent infantile hypoglycemia	Recurrent episodes of decreased concentration of glucose in the blood occurring during the infantile period.				Yes	modifier	Ok	HP:0004914				UBERON:0000178										
to do	ignore	HP:0004920	Phenylpyruvic acidemia					Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0004920				UBERON:0000178										
to do	ignore	HP:0004921	Abnormal magnesium concentration	An abnormality of magnesium ion homeostasis.				Yes	abnormalLevelOfChemicalEntityInLocation	OK	HP:0004921				UBERON:0000178										
to do	ignore	HP:0004922	Atypical hyperphenylalaninemia					Yes	modifier	Ok	HP:0004922				UBERON:0000178										
done	ignore	HP:0004923	Hyperphenylalaninemia	An increased concentration of L-phenylalanine in the blood.				Yes	abnormallyIncreasedLevelOfChemicalEntityInBlood	OK	HP:0004923				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_28044	phenylalanine						
to do	ignore	HP:0005356	Decreased circulating complement factor I concentration	Concentration of the complement component factor I in the blood circulation below the lower limit of normal.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0005356				UBERON:0000178										
to do	ignore	HP:0005369	Decreased circulating complement factor H concentration	Concentration of the complement component factor H in the blood circulation below the lower limit of normal.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0005369				UBERON:0000178										
to do	next	HP:0005413	Increased alpha-globulin	An abnormally increased level of circulating alpha-globulin. Alpha globulins are a group of serum proteins defined by their mobility on serum electrophoresis. The alpha1-protein fraction is comprised of alpha1-antitrypsin, thyroid-binding globulin, and transcortin. Ceruloplasmin, alpha2-macroglobulin, and haptoglobin contribute to the alpha2-protein band. The alpha2 component is increased as an acute-phase reactant.	Elevated circulating alpha-globulin concentration	The concentration of alpha-globulin in the blood circulation is above the upper limit of normal.	The old definition is very comprehensive and detailed, from my point of view too detailed (summary, standardization?). 	Yes	abnormallyIncreasedLevelOfChemicalEntityInBlood	OK	HP:0005413				UBERON:0000178			Not found  						No coherent group, generally not existing in ontologies (Nico).	8
to do	ignore	HP:0005416	Decreased circulating complement factor B concentration	Concentration of the complement component factor B in the blood circulation below the lower limit of normal.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0005416				UBERON:0000178										
to do	ignore	HP:0005421	Decreased circulating complement C3 concentration	Concentration of the complement component C3 in the blood circulation below the lower limit of normal.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0005421				UBERON:0000178										
to do	ignore	HP:0005432	Transient hypogammaglobulinemia of infancy	At birth, newborns are endowed with maternal antibodies. IgG production normally begins at the age of two months. A delay in recovery from this physiological hypogammaglobulinemia between the 3rd and the 6th month of life, and of recovery period between 18 and 36 months defines transient newborn hypogammaglobulinemia.				Yes	modifier	Ok	HP:0005432				UBERON:0000178										
